Name,Cuisine,Ranking,Rating,Price,ReviewCount,Reviews,URL_TA
Zur Letzten Instanz,"['German', 'European', 'Central European', 'Grill']",158.0,4.0,Medium,1469.0,"[['Evening meal', 'Good german food and cool place!'], ['12/22/2017', '12/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d958928-Reviews-Zur_Letzten_Instanz-Berlin.html
Lucky Leek,"['European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",159.0,4.5,High,274.0,"[['8 course vegan taste menu 2017 dinner', 'Excellent Vegan Food'], ['01/01/2018', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2403217-Reviews-Lucky_Leek-Berlin.html
Ristorante II Sorriso,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",160.0,4.0,High,453.0,"[['Classic Italian', 'Good Food'], ['11/25/2017', '11/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d866226-Reviews-Ristorante_II_Sorriso-Berlin.html
Sadhu,"['Indian', 'Asian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options']",161.0,4.5,Medium,166.0,"[['Dinner with the tribe', 'Best Authentic Indian food had in berlin'], ['01/08/2018', '12/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2062900-Reviews-Sadhu-Berlin.html
Eins44,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",162.0,4.5,High,120.0,"[['Great food!', 'What a gem of a restaurant!'], ['01/04/2018', '12/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6393107-Reviews-Eins44-Berlin.html
Restaurant Richard,"['European', 'Central European', 'Vegetarian Friendly']",163.0,4.5,High,164.0,"[['Excellent as always', 'Perfect Dinner'], ['12/11/2017', '11/03/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3504570-Reviews-Restaurant_Richard-Berlin.html
Brauhaus Lemke,"['German', 'Bar', 'European', 'Central European', 'Brew Pub', 'Vegetarian Friendly']",164.0,4.0,Medium,1301.0,"[['Good beer, but the wine...', 'Delicious'], ['01/03/2018', '12/31/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1888888-Reviews-Brauhaus_Lemke-Berlin.html
Dudu,"['Japanese', 'Sushi', 'Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",165.0,4.0,Medium,695.0,"[['A surprise find...', 'Start your party with dinner here'], ['09/24/2017', '09/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1234077-Reviews-Dudu-Berlin.html
Kimchi Princess,"['Barbecue', 'Asian', 'Korean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",166.0,4.0,Medium,509.0,"[['Nice restaurant', 'Buzzing'], ['12/26/2017', '12/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1724889-Reviews-Kimchi_Princess-Berlin.html
Qua Phe,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options']",167.0,4.5,Low,91.0,"[['Yummy', 'Delicious'], ['01/10/2018', '12/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7350023-Reviews-Qua_Phe-Berlin.html
Restaurant Sphere,"['German', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options']",168.0,4.0,Medium,1924.0,"[['Great view, pricy food', 'spectacular views!'], ['01/01/2018', '12/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2060315-Reviews-Restaurant_Sphere-Berlin.html
W- der Imbiss,"['Mexican', 'Indian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",169.0,4.5,Low,218.0,"[['Very good', 'Ambience'], ['01/07/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1174353-Reviews-W_der_Imbiss-Berlin.html
Oderquelle,"['German', 'European', 'Central European', 'International', 'Contemporary', 'Vegetarian Friendly']",170.0,4.5,Medium,263.0,"[['Dinner', 'Looking for great German food?'], ['01/02/2018', '01/02/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d798868-Reviews-Oderquelle-Berlin.html
Lia's Kitchen 100% Vegan,"['Fast Food', 'American', 'Healthy', 'European', 'Vegetarian Friendly', 'Vegan Options']",171.0,5.0,Low,44.0,"[['Best vegan place in Berlin', 'Great vegan dinner'], ['01/04/2018', '12/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11843585-Reviews-Lia_s_Kitchen_100_Vegan-Berlin.html
Babel,"['Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",172.0,4.5,Low,393.0,"[['Great food always', 'Fun and tasty experience!'], ['12/03/2017', '11/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d779544-Reviews-Babel-Berlin.html
Curry 36,"['German', 'Fast Food']",173.0,4.0,Low,1692.0,"[['One of the best!', ""you haven't been to Berlin if you haven't...""], ['01/03/2018', '12/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d779563-Reviews-Curry_36-Berlin.html
La Caleta,"['Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",174.0,4.5,Medium,206.0,"[['Best Spanish food in Berlin', 'memorable evening'], ['08/19/2017', '05/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1916325-Reviews-La_Caleta-Berlin.html
Alt-Berliner Wirtshaus,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",175.0,4.0,Medium,1227.0,"[['If you want German food, this is the place', 'Schnitzel and Potato’s'], ['01/04/2018', '12/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1481146-Reviews-Alt_Berliner_Wirtshaus-Berlin.html
Nordbahnhof Two Buddhas,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",176.0,4.5,Medium,266.0,"[['Another cool experience', 'Amazing Japanese'], ['12/17/2017', '11/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2692505-Reviews-Nordbahnhof_Two_Buddhas-Berlin.html
Brauhaus Georgbraeu,"['German', 'Bar', 'European', 'Pub', 'Soups', 'Central European', 'Brew Pub', 'Gastropub', 'Vegetarian Friendly']",177.0,4.0,Medium,1852.0,"[['Good food', 'typical german dinner or lunch'], ['01/08/2018', '01/05/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1049721-Reviews-Brauhaus_Georgbraeu-Berlin.html
Schleusenkrug,"['German', 'European', 'Central European', 'Vegetarian Friendly']",178.0,4.0,Low,333.0,"[['Great food and beer in a lovely setting', 'Romantic'], ['10/09/2017', '09/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718335-Reviews-Schleusenkrug-Berlin.html
Yaam,"['Caribbean', 'African', 'Bar', 'Jamaican', 'Vegetarian Friendly', 'Vegan Options']",179.0,4.5,Low,198.0,"[['Rum and reggae', 'My favourite place in Berlin'], ['01/02/2018', '11/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718863-Reviews-Yaam-Berlin.html
Don Camillo,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",180.0,4.5,High,291.0,"[['Best Italian restaurant in Berlin', 'Great Italian food and atmosphere'], ['12/09/2017', '10/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1390967-Reviews-Don_Camillo-Berlin.html
Augustiner am Gendarmenmarkt,"['German', 'Bar', 'European', 'Soups', 'Central European', 'Vegetarian Friendly']",181.0,4.0,Medium,4109.0,"[['Nice traditional but a little bit expensiv...', 'First dinner in Berlin'], ['01/07/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2005104-Reviews-Augustiner_am_Gendarmenmarkt-Berlin.html
Piri's Chicken Burgers,"['American', 'Bar', 'Fast Food', 'Vegetarian Friendly']",182.0,4.5,Low,264.0,"[['Mega super goood!!', 'great chicken and beef burgers'], ['11/09/2017', '09/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6541567-Reviews-Piri_s_Chicken_Burgers-Berlin.html
Cafe Datscha,"['Cafe', 'European', 'Russian', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",183.0,4.5,Medium,228.0,"[['Yummy', 'Worth every bite - do try!'], ['12/11/2017', '10/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2010552-Reviews-Cafe_Datscha-Berlin.html
Pauly Saal,"['European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",184.0,4.0,High,503.0,"[['Great lunch in the courtyard', 'Very good food!'], ['11/13/2017', '09/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2708035-Reviews-Pauly_Saal-Berlin.html
Restaurantschiff Patio,"['International', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",185.0,4.0,Medium,247.0,"[['The boat trip is fantastic', 'Nice location for relaxing meals'], ['11/07/2017', '07/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1342728-Reviews-Restaurantschiff_Patio-Berlin.html
Rawtastic,"['Cafe', 'Healthy', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",186.0,4.5,Medium,164.0,"[['Vegan Foodie Dream', 'My happy place in Berlin!'], ['01/07/2018', '01/03/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8499359-Reviews-Rawtastic-Berlin.html
Solar,"['German', 'European', 'Central European', 'Fusion', 'Vegetarian Friendly']",187.0,4.0,High,603.0,"[['Amazing cityscape view', 'Great restaurant'], ['01/02/2018', '12/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d943075-Reviews-Solar-Berlin.html
Brewdog,"['Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options']",188.0,4.5,Medium,87.0,"[['The Best Brewdog I´ve ever been', 'amazing beer location'], ['12/28/2017', '12/23/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11854966-Reviews-Brewdog-Berlin.html
Rosenburger,"['American', 'Fast Food', 'Vegetarian Friendly']",189.0,4.5,Low,282.0,"[['Tasty burger to get my fix', 'Delicious!'], ['12/23/2017', '12/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2195850-Reviews-Rosenburger-Berlin.html
Restaurant Le Faubourg,"['International', 'French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",190.0,4.5,High,317.0,"[['interesting concept', 'Food cooked l'], ['01/07/2018', '12/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1573320-Reviews-Restaurant_Le_Faubourg-Berlin.html
Osmans Toechter,"['Mediterranean', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",191.0,4.0,Medium,228.0,"[['Good place', 'Amazing Turkish/Oriental Cuisine!'], ['11/07/2017', '09/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3674685-Reviews-Osmans_Toechter-Berlin.html
Goji,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",192.0,5.0,Low,64.0,"[['Excellent chinese restaurant', 'Hong Kong flavor in Berlin'], ['01/02/2018', '12/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11666270-Reviews-Goji-Berlin.html
Curry 36,"['German', 'Fast Food', 'European']",193.0,4.0,Low,417.0,"[['Curry sausage with fries - Hit the spot as...', ""If you like sausages (and don't mind stand...""], ['12/15/2017', '11/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5992723-Reviews-Curry_36-Berlin.html
Alt Berliner Biersalon,"['German', 'Bar', 'European', 'Pub', 'Central European', 'Vegetarian Friendly']",194.0,4.0,Medium,807.0,"[['Excellent traditional German restaurant', 'Great food and generous portions'], ['01/09/2018', '12/31/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2035215-Reviews-Alt_Berliner_Biersalon-Berlin.html
Kantine Deluxe,"['German', 'European', 'Bar', 'Cafe', 'Pub', 'Diner', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",195.0,4.0,Medium,568.0,"[['A novelty', 'Good for groups'], ['12/10/2017', '09/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6617647-Reviews-Kantine_Deluxe-Berlin.html
Nuovo Mario,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",196.0,4.5,Medium,441.0,"[['Great neighbourhood restaurant popular wit...', 'The greatest restaurant in Berlin'], ['11/11/2017', '10/03/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1850164-Reviews-Nuovo_Mario-Berlin.html
Stone Brewing World Bistro & Gardens,"['Vegetarian Friendly', 'Vegan Options']",197.0,4.0,Medium,230.0,"[['Interesting Brew pub', 'Big, Spacious and Good Ambience'], ['11/19/2017', '10/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10107343-Reviews-Stone_Brewing_World_Bistro_Gardens-Berlin.html
Taverna Athene,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",198.0,4.5,Medium,203.0,"[['Take out for our last night in Berlin', 'Good Standard Greek & Good Service'], ['01/08/2018', '11/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3475628-Reviews-Taverna_Athene-Berlin.html
Begur - Cuina Catalana,"['Mediterranean', 'European', 'Spanish', 'Seafood', 'Vegetarian Friendly']",199.0,5.0,Medium,60.0,"[['Wow - Catalan cooking in Berlin', 'Hidden in a suburb, marvellous catalan coo...'], ['12/11/2017', '10/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8683664-Reviews-Begur_Cuina_Catalana-Berlin.html
Tex Mex Cantina,"['Mexican', 'Vegetarian Friendly']",200.0,4.5,Medium,252.0,"[['A little off the beaten path', 'Non stop staff'], ['12/06/2017', '12/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d958893-Reviews-Tex_Mex_Cantina-Berlin.html
EBERT Restaurant & Bar,"['Grill', 'German', 'Bar', 'Vegetarian Friendly', 'Gluten Free Options']",201.0,4.5,Medium,118.0,"[['Fabulous Dinner', 'Small restaurant - good cuisine'], ['01/02/2018', '12/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1347744-Reviews-EBERT_Restaurant_Bar-Berlin.html
Xantener Eck,"['German', 'Bar', 'European', 'Central European']",202.0,4.0,Medium,392.0,"[['Exvellent hearty German food and beer', 'Evening meal'], ['12/22/2017', '11/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2093667-Reviews-Xantener_Eck-Berlin.html
Crackers,"['European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",203.0,4.0,High,235.0,"[['Nice food and atmosphere BUT...', 'New Year'], ['01/01/2018', '12/31/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7392833-Reviews-Crackers-Berlin.html
Samowar,"['European', 'Russian', 'Eastern European', 'Vegetarian Friendly']",204.0,4.5,Medium,144.0,"[['real russian cuisine', 'Great place for lunch'], ['12/24/2017', '12/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1036939-Reviews-Samowar-Berlin.html
Grill Royal,"['Steakhouse', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",205.0,4.0,High,1294.0,"[['So glad I managed to get a reservation her...', 'Great steak'], ['12/03/2017', '11/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1099931-Reviews-Grill_Royal-Berlin.html
GOODTIME,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",206.0,4.0,Medium,689.0,"[['Excellent mixed Asian variety', 'Delicious food, lackluster service'], ['01/02/2018', '11/22/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d785878-Reviews-GOODTIME-Berlin.html
San Rocco Restaurant & Cocktail Bar,"['Italian', 'Mediterranean', 'European', 'Delicatessen', 'Pizza', 'Vegetarian Friendly', 'Gluten Free Options']",207.0,4.5,Medium,59.0,"[['Superb cocktail and good food', 'Top Quality'], ['12/04/2017', '12/02/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11890687-Reviews-San_Rocco_Restaurant_Cocktail_Bar-Berlin.html
12 Apostel,"['Italian', 'Pizza', 'Mediterranean', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",208.0,4.0,Medium,635.0,"[['Amazing', 'Great Pizza'], ['12/16/2017', '10/03/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718862-Reviews-12_Apostel-Berlin.html
Das Bonito,"['Mediterranean', 'European', 'Spanish', 'Wine Bar', 'Vegetarian Friendly']",209.0,4.5,Medium,264.0,"[['Dinner with friends', 'Cozy setting, beautiful food'], ['01/01/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1873001-Reviews-Das_Bonito-Berlin.html
Nante Eck,"['International', 'German', 'European', 'Central European', 'Vegetarian Friendly']",210.0,4.0,Medium,565.0,"[['Beware the starters.', 'Good hospitality'], ['01/10/2018', '12/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1513422-Reviews-Nante_Eck-Berlin.html
happies,"['German', 'European', 'Fusion', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",211.0,5.0,Low,75.0,"[['Really lovely place', 'LOVED IT SO MUCH WENT TO IT TWICE'], ['12/29/2017', '10/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8025081-Reviews-Happies-Berlin.html
Zum Patzenhofer,"['German', 'European', 'Central European', 'Vegetarian Friendly']",212.0,4.5,Medium,264.0,"[['Traditional German food served with a smil...', 'Authentic German Pub'], ['01/03/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1360718-Reviews-Zum_Patzenhofer-Berlin.html
Ruben & Carla,"['American', 'European', 'Delicatessen', 'Grill', 'Vegetarian Friendly']",213.0,4.5,Medium,240.0,"[['Loving Food and mice atmosphere', 'Unpretentious yet refined'], ['12/09/2017', '10/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3293643-Reviews-Ruben_Carla-Berlin.html
Brasserie Desbrosses,"['International', 'Vegetarian Friendly', 'Gluten Free Options']",214.0,4.0,High,310.0,"[['Nice, but not outstanding', 'Great meal, HUGE portions'], ['10/02/2017', '09/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d695615-Reviews-Brasserie_Desbrosses-Berlin.html
Lode & Stijn,"['European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",215.0,4.5,High,64.0,"[['Wonderful Surprise! A special place.', 'An experience'], ['01/08/2018', '11/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10253758-Reviews-Lode_Stijn-Berlin.html
Ristorante Vesuvio Trattoria,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",216.0,4.5,Medium,221.0,"[['Lovely little authentic trattoria', 'Lovely atmosphere'], ['12/02/2017', '11/03/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1948920-Reviews-Ristorante_Vesuvio_Trattoria-Berlin.html
The Bowl,"['European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",217.0,4.0,Medium,308.0,"[['Nice and healthy food for a good price!', 'great veg food!'], ['01/02/2018', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8531465-Reviews-The_Bowl-Berlin.html
Lindenbrau am Potsdamer Platz,"['Diner', 'Gastropub', 'German', 'Bar', 'European', 'Central European', 'Vegetarian Friendly']",218.0,4.0,Medium,1211.0,"[['Good restaurant and beer garden', 'Great find'], ['01/05/2018', '12/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1037035-Reviews-Lindenbrau_am_Potsdamer_Platz-Berlin.html
Schildkroete,"['German', 'European', 'Central European', 'Vegetarian Friendly']",219.0,4.0,Medium,590.0,"[['Genuine German food', 'First Night in Berlin'], ['01/09/2018', '01/02/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d809241-Reviews-Schildkroete-Berlin.html
Daitokai Restaurant Berlin,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",220.0,4.5,High,304.0,"[['very nice', 'Very nice place with good food'], ['12/01/2017', '11/23/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d866277-Reviews-Daitokai_Restaurant_Berlin-Berlin.html
Pizza Peppino,"['Mediterranean', 'Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']",221.0,4.5,Low,194.0,"[['Excelente', 'Authentic Pizza- Chilled Atmosphere'], ['12/31/2017', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6978250-Reviews-Pizza_Peppino-Berlin.html
Mutter Hoppe,"['German', 'European', 'Central European', 'Vegetarian Friendly']",222.0,4.0,Medium,897.0,"[['Good atmosphere', 'German cuisine with vege options'], ['12/22/2017', '12/16/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1055661-Reviews-Mutter_Hoppe-Berlin.html
Kartoffelkeller,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",223.0,4.0,Medium,743.0,"[['Delightful fun.', 'Great potato experience!'], ['12/29/2017', '12/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d715409-Reviews-Kartoffelkeller-Berlin.html
Hopfenreich- Craft Beer Bar Berlin Bar Pub,['Pub'],224.0,4.5,Medium,140.0,"[['Great beer, good atmosphere and smoke free', 'Wide selection and great staff'], ['01/01/2018', '12/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6994012-Reviews-Hopfenreich_Craft_Beer_Bar_Berlin_Bar_Pub-Berlin.html
Restauration 1840,"['German', 'Bar', 'European', 'Central European', 'Vegetarian Friendly']",225.0,4.0,Medium,1100.0,"[['Excellent choice', 'Great authentic german experience'], ['12/18/2017', '12/03/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2335606-Reviews-Restauration_1840-Berlin.html
KaDeWe Gourmet Bouillabaisse,"['French', 'European', 'Vegetarian Friendly']",226.0,4.5,Medium,121.0,"[['So many Bouillabaisse!', 'Must visit'], ['11/08/2017', '07/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5031477-Reviews-KaDeWe_Gourmet_Bouillabaisse-Berlin.html
Clubrestaurant am Wannsee,"['German', 'Vegetarian Friendly']",227.0,5.0,Medium,52.0,"[['Scenic place'], ['12/11/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7254454-Reviews-Clubrestaurant_am_Wannsee-Berlin.html
Jamme Ja,"['Italian', 'Vegetarian Friendly']",228.0,4.5,Low,158.0,"[['Great quality and good experience', 'A little Napoli in Berlin'], ['11/26/2017', '04/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7056687-Reviews-Jamme_Ja-Berlin.html
Panama Berlin,"['International', 'European', 'Vegetarian Friendly', 'Vegan Options']",229.0,4.5,Medium,89.0,"[['Best restaurant', 'Special'], ['01/03/2018', '12/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10519432-Reviews-Panama_Berlin-Berlin.html
Restaurant Z,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",230.0,5.0,Medium,86.0,"[['Delicious!!!', 'Great Greek Food'], ['12/09/2017', '08/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d802314-Reviews-Restaurant_Z-Berlin.html
Lubitsch,"['German', 'European', 'Central European', 'Vegetarian Friendly']",231.0,4.5,Medium,144.0,"[['EXCELLENT FOOD & SERVICE', 'Classy Traditional Food'], ['11/27/2017', '11/16/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d796265-Reviews-Lubitsch-Berlin.html
Simela,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",232.0,4.5,Medium,213.0,"[['Best place in town', 'Yummie! 😋'], ['12/30/2017', '11/20/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1930250-Reviews-Simela-Berlin.html
"Tommi's Burger Joint, Invalidenstr., Mitte, Berlin","['American', 'Fast Food', 'Vegetarian Friendly']",233.0,4.0,Low,233.0,"[['Tasty!', 'Great burgers, low price'], ['12/29/2017', '11/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6956839-Reviews-Tommi_s_Burger_Joint_Invalidenstr_Mitte_Berlin-Berlin.html
Yumcha Heroes,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",234.0,4.0,Medium,335.0,"[['An excellent first visit leaving an excell...', 'Would love to go back'], ['10/13/2017', '09/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1431025-Reviews-Yumcha_Heroes-Berlin.html
Trattoria La Bruschetta,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",235.0,4.5,Medium,134.0,"[['Great choice', 'Fresh, tasy food and great atmosphere'], ['11/10/2017', '09/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7347605-Reviews-Trattoria_La_Bruschetta-Berlin.html
Sauerkraut,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",236.0,4.0,Medium,274.0,"[['GREAT SAUSAGES AND GOOD PRICES', 'German food'], ['11/30/2017', '11/08/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4449925-Reviews-Sauerkraut-Berlin.html
Windburger,"['American', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",237.0,4.5,Low,82.0,"[['Great burger', 'Best burger experience in Berlin'], ['12/29/2017', '11/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7813912-Reviews-Windburger-Berlin.html
Henne,"['German', 'European']",238.0,4.0,Medium,439.0,"[['Fantastic old bar', 'Best Fried Chicken, Ever.'], ['11/30/2017', '12/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d715372-Reviews-Henne-Berlin.html
Burgermeister am Kottbusser Tor,"['American', 'Fast Food', 'Vegetarian Friendly']",239.0,4.5,Low,120.0,"[['Excellent burger, though not much seating', 'Best burger ever'], ['11/20/2017', '11/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10208992-Reviews-Burgermeister_am_Kottbusser_Tor-Berlin.html
Cafe Creperie Melt,"['European', 'French', 'Cafe', 'Vegetarian Friendly']",240.0,4.5,Low,132.0,"[['Good Crepe', 'Great crepes and friendly staff'], ['08/08/2017', '07/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2153468-Reviews-Cafe_Creperie_Melt-Berlin.html
Curry at the Wall,"['Street Food', 'German', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",241.0,4.0,Low,249.0,"[['quick stop in cheap price', 'Delicious fastfood'], ['11/06/2017', '09/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3747882-Reviews-Curry_at_the_Wall-Berlin.html
Restaurant Bastard,"['German', 'Cafe', 'European', 'Central European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",242.0,4.5,Medium,155.0,"[['Tasty and Trendy', 'Excellent food, snobby service'], ['12/01/2017', '10/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2080386-Reviews-Restaurant_Bastard-Berlin.html
